genome_id,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,comments,additional_metadata,complete_mash_cluster,mlst,phylon,mobile_phylons
158836.1369,Enterobacter hormaechei strain 49589CZ,158836,Complete,49589CZ,2021-11-01T00:00:00Z,PRJNA772913,SAMN22377414,GCA_020695685.1,"CP085767,CP085768,CP085769,CP085770,CP085771,CP085772,CP085773",Charles University in Prague,Complete,PacBio Sequel,468x,Microbial assembly v. v.1,1,6,7,5217738,54.868393,5219,4961,Decubitus swab,2019-03,Czech Republic,Czech Republic: Prague,Homo sapiens,Molecular characterization of VIM-producing Enterobacterales from Czech hospitals,collected_by:Fakultni nemocnice Kralovske Vinohrady,3.0,108,hormaechei-oharae,unchar-1
1812935.420,Enterobacter roggenkampii strain RX.G5M56,1812935,Complete,RX.G5M56,2022-09-07T00:00:00Z,PRJNA875571,SAMN30618652,GCA_025021485.1,CP104001,The Independent Schools Foundation Academy,,Illumina MiSeq; Oxford Nanopore MinION,105.0x,Unicycler v. 0.4.8-beta,1,0,1,4772201,56.051685,4515,4419,freshwater stream,2022-02-21,Hong Kong,Hong Kong: Pokfulam,,Selection and characterisation of C1-metabolising bacterial isolates.,sample_type:Pure isolate;collected_by:Sofia W. Y. Tang,12.0,1142,roggenkampii,
299766.91,Enterobacter hormaechei subsp. steigerwaltii strain C309,299766,Complete,C309,2018-03-22T00:00:00Z,PRJEB25613,SAMEA104700146,GCA_900322715.1,"LT991954,LT991955,LT991956",CHU Clermont-ferrand,Complete,,,,1,2,3,5200769,54.956104,5002,,hospital,2015,France,France,"Human, Homo sapiens","We investigated nosocomial infections involving unusual carbapenemase-producing Enterobacter cloacae complex (ECC) strains isolated over a one-year period and originating from hospital environment. Whole-genome sequence typing revealed the predominance of epidemic isolates belonging to the novel sequence type ST873 , which produced the carbapenemase VIM-4. The mechanism underlying the one-year outbreak involved the emergence of a new phylogenetic lineage within the ECC, which should be closely monitored in the context of nosocomial infections",,6.0,110,hormaechei-steigerwaltii-1,unchar-1;unchar-3
158836.892,Enterobacter hormaechei strain 189,158836,Complete,189,2020-11-05T00:00:00Z,PRJNA600798,SAMN13832016,GCA_015238615.1,"CP047965,CP047966,CP047967,CP047968,CP047969",The First Affiliated Hospital of Kunming Medical University,Complete,PacBio RSII; Illumina HiSeq,240.0x,FALCON v. v0.3.0.,1,4,5,5417742,55.155968,5373,5173,,,,,,This study is linked to the spread of bacterial resistance,,6.0,175,hormaechei-steigerwaltii-1,unchar-4
299766.186,Enterobacter hormaechei subsp. steigerwaltii strain JT.WLB1A,299766,Complete,JT.WLB1A,2022-09-18T00:00:00Z,PRJNA877370,SAMN30697279,GCA_025244885.1,CP104284,The Independent Schools Foundation Academy,,Illumina MiSeq; Oxford Nanopore MinION,330.0x,Unicycler v. 0.4.8-beta,1,0,1,4553867,55.765198,4250,4164,Stormwater drain,2021-04-23,Hong Kong,Hong Kong: Telegraph Bay,,A survey of AMR genes in environmental isolates collected around a Hong Kong housing estate.,sample_type:Pure isolate;collected_by:Joanne E. Tang,6.0,-1,hormaechei-steigerwaltii-1,
1812935.269,Enterobacter roggenkampii F1057,1812935,Complete,F1057,2022-01-03T00:00:00Z,PRJNA776551,SAMN22799449,GCA_021347605.1,"CP086201,CP086202",,Complete,PacBio Sequel,251.0x,HGAP v. AUG-2021,1,1,2,4809110,56.10142,4582,4472,hospital,2021-03,China,China:Shanghai,,,sample_type:whole prganism,12.0,1778,roggenkampii,
1296536.38,Enterobacter xiangfangensis strain Pb204,1296536,Complete,Pb204,2018-06-19T00:00:00Z,PRJNA475446,SAMN09389154,GCA_003254805.1,"CP030007,CP030008,CP030009",University of the Witwatersrand,Complete,Illumina HiSeq,389.0x,SPAdes v. 3.9.0,1,2,3,4963709,55.341297,4855,4769,acid mine decant and tailings from uranium mine,2014-01,South Africa,"South Africa: West Rand, Gauteng",,"Enterobacter xiangfangensis Pb204 was isolated from Pb-, Cu- and Ni-rich acid mine decant originating from mine tailings from a uranium mine in South Africa. This strain is capable of producing gold nanoparticles. The genome of Pb204 was sequenced to gain an understanding of the molecular determinants underlying this capacity.",sample_type:Whole organism;biomaterial_provider:Kulsum Kondiah;collected_by:Kulsum Kondiah,5.0,133,hormaechei-steigerwaltii-3,
158836.2200,Enterobacter hormaechei 2020CK-00224,158836,Complete,2020CK-00224,2023-02-27T00:00:00Z,PRJNA812595,SAMN15907159,,"CP118383,CP118384,CP118385,CP118386,CP118387,CP118388,CP118389",,,Oxford Nanopore GridION,20.0x,Unicycler v. 0.5.0,1,6,7,5192593,55.360878,5080,4902,Rectal Swab,2020-06-23,USA,USA,Homo sapiens,,,6.0,1909,hormaechei-steigerwaltii-1,unchar-3
158836.813,Enterobacter hormaechei strain ENCL49790,158836,Complete,ENCL49790,2020-07-29T00:00:00Z,PRJNA647548,SAMN15589938,GCA_013873945.1,"CP059422,CP059423,CP059424,CP059425,CP059426",Charles University in Prague,Complete,PacBio Sequel,490.0x,Microbial Assembly v. SMRT Link v.9,1,4,5,5348124,54.887863,5364,5140,decubitus swab,2019,Czech Republic,Czech Republic: Ceske Budejovice,"Human, Homo sapiens",VIM/MCR producers in the Czech republic,collected_by:Ceske Budejovice Hospital,6.0,106,hormaechei-steigerwaltii-1,unchar-1
550.3092,Enterobacter cloacae strain Colony350,550,Complete,Colony350,2021-07-18T00:00:00Z,PRJNA668870,SAMN17833493,GCA_019265125.1,CP078539,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,89.99x,idba_ud v. V1.1.3,1,0,1,5033927,55.555737,4363,,food,,Thailand,Thailand: Songkhla,,Establishment capacity for Whole genome Sequencing for food-borne outbreaks in Thailand,"collected_by:Department of Disease Control, Ministry of Public Health",21.0,-1,cloacae,
299766.119,Enterobacter hormaechei subsp. steigerwaltii strain 08-175,299766,Complete,08-175,2021-07-27T00:00:00Z,PRJNA607616,SAMN14142282,GCA_019355415.1,"CP049290,CP049291,CP049292,CP049293,CP049294,CP049295","Huashan Hospital, Fudan University",Complete,"Illumina, PacBio",656x,SPAdes v. v3.5.5,1,5,6,5097404,55.084805,5058,4877,urine,2008-11-14,China,China:Shanghai,Homo sapiens,Multi-drug resistant Enterobacter hormaechei subsp. steigerwaltii 08-175 producing SFO-1 and CTX-M-125,collected_by:Institute of Antibiotics,4.0,93,hormaechei-steigerwaltii-2,
1686399.5,Enterobacter sp. BIDMC100 strain Colony164,1686399,Complete,Colony164,2021-07-28T00:00:00Z,PRJNA668870,SAMN17833504,GCA_019378775.1,CP079996,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,88.016x,idba_ud v. V1.1.3,1,0,1,4546640,56.118034,3954,,other,,Thailand,Thailand,,Establishment capacity for Whole genome Sequencing for food-borne outbreaks in Thailand,"collected_by:Department of Disease Control, Ministry of Public Health",6.0,-1,,
299766.189,Enterobacter hormaechei subsp. steigerwaltii strain 4236,299766,Complete,4236,2022-09-20T00:00:00Z,PRJNA877279,SAMN30695411,GCA_025311595.1,"CP104405,CP104406",Medical University of Bialystok,,Hybrid: Illumina NovaSeq and Oxford,415x,Unicycler v. v0.4.9,1,1,2,4960175,55.4303,4805,4689,not collected,2019,,Poland,Homo sapiens,The rapid spread of antibiotic resistance is a serious problem owing to the limited treatment options. The aim of the work reported here was to better understand the response mechanisms following prolonged adaptation to synthetic mimics of antimicrobial peptides such as ceragenins and the last-line antibiotic colistin in an E.hormaechei clinical isolate.,collected_by:Medical University of Bialystok,6.0,89,hormaechei-steigerwaltii-1,unchar-2
61645.426,Enterobacter asburiae strain WW-19C,61645,Complete,WW-19C,2021-07-31T00:00:00Z,PRJNA715927,SAMN18388147,GCA_019428505.1,"CP080107,CP080111,CP080112,CP080113,CP080114,CP080115,CP080109,CP080108,CP080110","University of Buenos Aires, Faculty of Farmacy & Biochemistry",Complete,Illumina MiSeq; Oxford Nanopore MinION,117X,Unicycler v. v0.4.9,1,8,9,5334891,55.053795,5305,5096,raw sewage,2018,Argentina,Argentina: Buenos Aires,,"The project aims to search for antimicrobial resistant (AMR) organisms and genetic elements in environmental matrices, especially sewage from several sources in Argentina. It includes both the sequencing of isolated gram-negative bacteria and the search of AMR genetic elements in samples using metagenomic approaches.",collected_by:AySA,13.0,1407,asburiae,unchar-1
550.2257,Enterobacter cloacae strain NH77,550,Complete,NH77,2019-06-11T00:00:00Z,PRJNA544891,SAMN11866226,GCA_006228165.1,"CP040827,CP040826",Chiang Mai University,Complete,PacBio RSII,130.0x,HGAP v. FEB-2019,1,1,2,5081711,54.85255,5307,4759,,2018-01,Thailand,Thailand: Chiang Mai,"Human, Homo sapiens",Genome characterization of colistin and carbapenem resistant Enterobacter cloacae.,collected_by:Nan hospital,21.0,995,cloacae,
550.3094,Enterobacter cloacae strain Colony466,550,Complete,Colony466,2021-07-18T00:00:00Z,PRJNA668870,SAMN17833496,GCA_019265105.1,CP078538,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,88.315x,idba_ud v. V1.1.3,1,0,1,5033927,55.53345,4336,,food,,Thailand,Thailand: Nakhon Ratchasima,,Establishment capacity for Whole genome Sequencing for food-borne outbreaks in Thailand,"collected_by:Department of Disease Control, Ministry of Public Health",21.0,922,cloacae,
550.3773,Enterobacter cloacae SD21,550,Complete,SD21,2022-05-04T00:00:00Z,PRJNA816615,SAMN26686306,GCA_023238665.1,"CP093914,CP093915,CP093918,CP093917,CP093916",,Complete,Illumina NovaSeq; Oxford Nanopore MinION,200x,SPAdes v. v3.15.1.; Unicycler v. 0.4.4,1,4,5,5173446,54.31948,5010,4844,,2021-10,China,China: Shandong,Homo sapiens,,sample_type:whole organism,21.0,1718,cloacae,
2912630.5,Enterobacter cloacae complex sp. ECL405,2912630,Complete,ECL405,2022-02-02T00:00:00Z,PRJNA800173,SAMN25233124,GCA_021869645.1,"CP091492,CP091493,CP091494,CP091495",,Complete,Oxford Nanopore,100.0x,NextDenovo v. 2.4.0,1,3,4,5504413,54.993294,5552,5274,bronchoalveolar lavage fluid,2021-03-27,China,China: Chongqing,,,sample_type:cell culture,13.0,25,asburiae,unchar-1
299767.229,Enterobacter ludwigii strain 196,299767,Complete,196,2021-11-07T00:00:00Z,PRJNA774541,SAMN22567594,GCA_020783255.1,CP086100,JMI Laboratories,Complete,Illumina MiSeq; Oxford Nanopore MinION,37.64x,Unicycler v. v0.4.9b,1,0,1,4763238,54.66101,4548,4439,,2019,,,,"We submitted 5 E. cloacae isolates to 10-day serial passage in broth microdilution with cefepime, meropenem, or ceftazidime-avibactam to evaluate MIC increases and resistance mechanisms after exposure. Post-exposure isolates displaying >2-fold changes from the parent isolate and the parent isolate were analyzed. MIC changes increased 4- to 64-fold (median: 32-fold) after cefepime, 16- to 64-fold (16-fold) after meropenem and 2- to 32-fold (8-fold) after ceftazidime-avibactam exposure. Post-exposure isolates had diverse mechanisms identified using a combination of short- and long-read whole genome sequencing",sample_type:whole genome,19.0,1507,ludwigii,
1977566.21,Enterobacter sp. Crenshaw,1977566,Complete,Crenshaw,2022-08-24T00:00:00Z,PRJNA381809,SAMN30351667,GCA_024734705.1,CP102932,,Complete,Oxford Nanopore MinION,800.0x,Flye v. 2.9,1,0,1,4632138,56.03868,4387,4297,brown patch in grass,2016-12-12,USA,USA: Kansas,Rhizoctonia solani,,sample_type:Culture,14.0,657,asburiae,
1812935.89,Enterobacter roggenkampii strain RHBSTW-00685,1812935,Complete,RHBSTW-00685,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148683,GCA_013733565.1,"CP056174,CP056175,CP056176,CP056177,CP056178,CP056179",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,81.2704466984096x,Unicycler v. v0.4.7,1,5,6,5230979,54.790184,5215,4995,Wastewater effluent sample,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",1.0,286,hormaechei-hoffmannii-2,unchar-4
69218.48,Enterobacter cancerogenus strain FDAARGOS 1428 strain Not applicable,69218,Complete,Not applicable,2021-06-28T00:00:00Z,PRJNA231221,SAMN16357570,GCA_019047785.1,CP077290,US Food and Drug Administration,Complete,Pacbio; Illumina,824.46x,"SMRT v. 9.0.0, HGAP v. 4.0",1,0,1,4821734,55.72518,4565,4445,,,Germany,Germany: Braunschweig,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:DSMZ,20.0,-1,cancerogenous,
550.3065,Enterobacter cloacae strain CZ862,550,Complete,CZ862,2021-04-27T00:00:00Z,PRJNA722384,SAMN18753389,GCA_018140965.1,"CP073310,CP073311,CP073312,CP073313,CP073314",Charles University in Prague,Complete,PacBio Sequel,670X,Microbial assembly v. 1.1,1,4,5,5472236,54.66336,5527,5304,Hospital environment,2019-12-05,Czech Republic,Czech Republic: Prague,,Molecular characterization of GES-producing Enterobacterales from Czech hospitals\; evidence of an epidemic spread,collected_by:VFU,21.0,837,cloacae,unchar-3
158836.2393,Enterobacter hormaechei 2020CK-00198,158836,Complete,2020CK-00198,2023-05-04T00:00:00Z,PRJNA812595,SAMN15907133,,"CP124121,CP124122,CP124123,CP124124,CP124125",,,Oxford Nanopore GridION,20.0x,Unicycler v. 0.5.0,1,4,5,5065552,55.414257,4898,4764,other,2019-12-02,USA,USA,Homo sapiens,,,6.0,113,,
158836.2392,Enterobacter hormaechei RMCH-M19-N,158836,Complete,RMCH-M19-N,2023-04-26T00:00:00Z,PRJNA956928,SAMN34233930,,"CP123601,CP123602,CP123603,CP123604,CP123605,CP123606",,,Oxford Nanopore MinION,118x,Flye v. 2.9.1-b1780,1,5,6,5022093,55.26389,5310,4801,Blattella germanica,2019-12-01/2020-03-17,Bangladesh,Bangladesh: Rajshahi,,,sample_type:Bacterial cell culture;collected_by:University of Rajshahi,6.0,566,,
158836.2189,Enterobacter hormaechei 2022CK-00700,158836,Complete,2022CK-00700,2023-02-15T00:00:00Z,PRJNA812595,SAMN32093416,,"CP117750,CP117751,CP117752,CP117753,CP117754,CP117755,CP117756,CP117757,CP117758",,,Oxford Nanopore GridION; Illumina MiSeq,99.0x,Unicycler v. 0.5.0,1,8,9,5384973,54.739456,5375,5155,blood,2022-11-04,USA,USA,Homo sapiens,,,6.0,350,,unchar-1
158836.490,Enterobacter hormaechei strain BW,158836,Complete,BW,2020-01-27T00:00:00Z,PRJNA411992,SAMN07692716,GCA_009930835.1,"CP023569,CP023572,CP023570,CP023571",Penn State University,Complete,PacBio; Illumina HiSeq,150.0x,Canu for assembly of PacBio reads v. 1.6;,1,3,4,5248533,54.90713,5160,5023,Blood and wound,2013-08-24,USA,USA: University of Michigan University Hospital,"Human, Homo sapiens","This whole genome sequencing project involves a patient who had a reoccurring Enterobacter hormaechei bacteremia. The infection spanned about 10 months, from the onset of the infection to the death of the patient. During that time, the infection evolved resistance to the multiple antibiotics used to treat it, including the very important class of carbapenems. Bacterial isolates with progressively higher levels of resistance were drawn from the patient at different time points. Later, these isolates were sequenced in order to identify the genetic determinants of the resistance. While all the isolates were sequenced on an Illumina platform, the first isolate to be drawn from the patient, called 24, was also sequenced on a PacBio platform. Because both PacBio and Illumina reads were available, the de novo assembly of the reads from 24 yielded a complete ungapped genomic sequence, consisting of a chromosome and three plasmids. The complete genomic sequence of 24 was used as a template for the assembly of the Illumina reads from the other isolates.","collected_by:Robert Wood, MD",6.0,110,hormaechei-steigerwaltii-1,
